LABEL analytical,relative period,absolute period,cultural attribution,Site,Sample label,Geo Latitude,Geo Longitude,Type of site/context,Region,Artefact type,Axe type,Category,Base,As (ppm),Sb (ppm),Co (ppm),Ni (ppm),Ag (ppm),Au (ppm),Se (ppm),As (ppm),Sb (ppm),Co (ppm),Ni (ppm),Ag (ppm),Au (ppm),Se (ppm),Chemical cluster,
HDM 1301,FC,4100-3700 BC,Bodrogkeresztur/KSBh IV?,Dusanovac,HDM 1301,"44Â°46'59.28""N","20Â°28'58.72""E",stray,SRB,axe-adze,Mezokeresztes,metal implement,copper,9,2.5,1.3,47,19.5,0.34,0.9,-1.4602284,0.1688811,-0.7945686,-0.2648984,-0.1122383,-0.1607974,0.0890646,2,0
HDM 1303,FC,4100-3700 BC,Bodrogkeresztur,Urovica,HDM 1303,"44Â°23'59.58""N","22Â°23'59.84""E",stray,SRB,axe-adze,Kladari,metal implement,copper,10,0.9,4.2,173,34,0.1,26.1,-1.2260377,-0.0497271,0.2979869,0.991509,-0.2377687,-0.0404263,-0.5049938,2,0
HDM 1304,FC,4100-3700 BC,Bodrogkeresztur?,Sarkamen,HDM 1304,"44Â°15'0.03""N","22Â°20'59.88""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,52,5.5,0.6,63,12.9,0.17,0.7,-1.2468149,0.977039,-1.2280814,-0.0937508,-0.2118835,-0.1363482,-0.0974713,2,1
HDM 1306,FC,4100-3700 BC,Bodrogkeresztur,Jabukovac,HDM 1306,"44Â°20'56.00""N","22Â°22'50.00""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,180,12.6,0.8,46,30,1.2,0.7,-0.3105303,1.1207595,-1.1309071,-0.6313426,-0.4203933,-0.1265507,0.1672339,2,0
HDM 1309,FC,4100-3700 BC,Bodrogkeresztur?,Sarkamen,HDM 1309,"44Â°15'0.03""N","22Â°20'59.88""E",hoard,SRB,axe-adze,Jaszladany,metal implement,copper,21,3.7,4.8,67,11.1,0.16,0.5,-1.6781306,0.878792,-0.4404955,-0.2943483,0.0026348,-0.3744294,0.1640252,2,1
HDM 1310,FC,4100-3700 BC,Bodrogkeresztur?,Sarkamen,HDM 1310,"44Â°15'0.03""N","22Â°20'59.88""E",hoard,SRB,axe-adze,Jaszladany,metal implement,copper,5,1.8,1,50,8.7,0.1,0.3,-2.2311867,0.3106486,-1.0836113,-0.2321294,0.0154895,-0.2828843,0.0456486,2,1
HDM 1311,FC,4100-3700 BC,Bodrogkeresztur,Vrazogrnac,HDM 1311,"43Â°57'32.99""N","22Â°19'20.99""E",stray,SRB,axe-adze,Kladari,metal implement,copper,4,4.2,31,140,34,0.22,46,-0.8866032,-0.1344873,1.0399571,0.697534,0.5968091,-0.115329,-0.2145638,2,0
HDM 1312,FC,4100-3700 BC,Bodrogkeresztur?,Sarkamen,HDM 1312,"44Â°15'0.03""N","22Â°20'59.88""E",hoard,SRB,axe-adze,Jaszladany,metal implement,copper,22,2.3,9.4,87,7,0.25,0.7,-1.7363805,0.8811426,-0.0320268,-0.4172863,-0.0917469,-0.1813495,0.071451,2,1
HDM 1314,FC,4100-3700 BC,Bodrogkeresztur?,Sarkamen,HDM 1314,"44Â°15'0.03""N","22Â°20'59.88""E",hoard,SRB,axe-adze,Jaszladany,metal implement,copper,8,2.2,3.4,97,10.2,0.29,0.8,-1.7349064,0.3638391,-0.3682594,-0.3854167,-0.0005099,-0.212899,-0.1127517,2,1
HDM 1315,FC,4100-3700 BC,Bodrogkeresztur?,Sarkamen,HDM 1315,"44Â°15'0.03""N","22Â°20'59.88""E",hoard,SRB,axe-adze,Jaszladany,metal implement,copper,5,3,1,32,19.5,0.37,3.1,-1.262298,-0.175895,-0.7443066,0.0297591,0.1249274,0.1523983,0.0691018,2,1
HDM 1317,FC,4100-3700 BC,Bodrogkeresztur,Voluja,HDM 1317,"44Â°29'18.98""N","21Â°46'19.12""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,15.4,3.7,0.6,39,17.7,0.28,1.7,-1.1981527,0.2979604,-1.0597322,0.0015171,-0.0924363,0.0689125,-0.0009735,2,0
HDM 1318,FC,4100-3700 BC,Bodrogkeresztur,Glogovica,HDM 1318,"44Â° 7'19.06""N","22Â°15'55.84""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,79,7.7,2.2,20,73,1.2,19.5,0.1989526,0.3582627,-0.2709239,0.3012279,-0.2526429,0.3317861,0.3818556,2,0
HDM 1319,FC,4100-3700 BC,Bodrogkeresztur,Donja Bela Reka,HDM 1319,"44Â° 4'8.99""N","22Â°12'3.00""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,4.8,4,1.7,143,20.7,0.57,3.4,-1.1159867,-0.1174006,-0.3913225,-0.1880646,0.1995882,-0.109882,-0.4388718,2,0
HDM 1320,FC,4100-3700 BC,KSBh IV,Gradac,HDM 1320,"44Â°46'33.78""N","20Â°32'42.11""E",stray,SRB,hammer axe,unk,metal implement,copper,5,37,4.1,147,94,1.07,4.9,-0.1932445,-0.0844671,-0.188729,-0.2879715,0.8002739,-0.6459342,-0.1935486,2,0
HDM 1321,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1321,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,flat axe,unk,metal implement,copper,4,6.4,1.8,16,14.6,0.25,0.8,-1.5609033,0.1123887,-0.88102,-0.261697,0.480876,-0.0851129,0.5221824,2,1
HDM 1322,FC,4100-3700 BC,Bodrogkeresztur,Donji Milanovac,HDM 1322,"44Â°27'16.80""N","22Â° 6'30.05""E",hoard?,SRB,axe-adze,Jaszladany,metal implement,copper,6.8,1.1,5,90,8.5,0.17,0.8,-2.0684887,0.3466017,-0.1931899,-0.2215492,-0.1099893,-0.2059285,-0.0521571,2,0
HDM 1325,FC,4100-3700 BC,Bodrogkeresztur,Osnic,HDM 1325,"43Â°53'3.00""N","22Â° 6'21.00""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,13.5,12.7,5.2,41,15.1,0.4,3.8,-0.8767327,0.5118762,-0.2006618,-0.0843777,0.5302018,0.0315633,0.1925315,2,0
HDM 1326,FC,4100-3700 BC,Bodrogkeresztur?,Krivelj,HDM 1326,"44Â° 7'54.61""N","22Â° 5'51.56""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,55,7.1,1,58,29.4,0.84,1.4,-0.5840702,0.6618266,-0.8737532,-0.377992,-0.2773506,-0.0908114,0.0126085,2,0
MA-140928,FC,4100-3700 BC,KSBh IV?,Krivelj,Coka Lu Baras 2,"44Â° 7'54.61""N","22Â° 5'51.56""E",settlement,SRB,Slag,unk,production,copper,53.2,61.3,47.5,97,5.5,0.98,2.7,-0.5102203,1.4858893,0.5745722,-0.7244904,0.9189967,-0.0184648,0.1348734,2,0
HDM 1327,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1327,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,chisel,unk,metal implement,copper,45,8.4,2.1,54,64,0.57,0.7,-0.6691034,0.6789154,-0.7545212,-0.4040844,-0.2169332,-0.5880437,0.2910249,2,1
HDM 1328,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1328,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,chisel,unk,metal implement,copper,5,0.7,17,47,11.2,0.2,1.2,-2.1039348,0.1601139,0.3243321,-0.161666,-0.1183422,-0.1698722,0.3477958,2,1
HDM 1329,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1329,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,borer,unk,metal implement,copper,5,6,1.9,30,32,1.7,13.7,-0.46015,-0.4571151,-0.2559671,-0.0854773,0.3090344,0.4015016,0.0837118,2,1
HDM 1330,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1330,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,borer,unk,metal implement,copper,200,127,3,38,72,38,1.5,1.1513126,0.9096192,-0.5454294,-1.6136027,0.1150527,-0.0460192,0.4297626,9,1
HDM 1331,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1331,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,borer,unk,metal implement,copper,31,15.9,13,340,63,0.74,8.9,-0.1638691,0.5887812,0.459092,-0.0425437,0.2710874,-0.560747,-0.4124293,2,1
HDM 1332,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1332,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,borer,unk,metal implement,copper,6,5.9,1.8,36,400,2110,18.6,1.6104857,-1.7587204,0.1868185,-2.0542675,-0.5355773,0.5769058,0.1717882,4,1
HDM 1333,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1333,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,borer,unk,metal implement,copper,39,13.9,3.8,49,59,0.82,6.5,-0.1467387,0.4868248,-0.2170525,-0.0014812,0.1187927,-0.1424326,0.1876799,2,1
HDM 1335,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1335,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,borer,unk,metal implement,copper,4,3.2,1.6,17,12.4,0.2,0.7,-1.8008125,0.0794727,-0.8878727,-0.2071209,0.2662611,-0.0427988,0.4752862,2,1
HDM 1336,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1336,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,awl,unk,metal implement,copper,19.2,4.7,1.1,54,5.6,0.13,1.4,-1.5668389,0.7729905,-0.8841631,0.0397945,0.149696,0.1626876,-0.1269538,2,1
HDM 1337,FC,4100-3700 BC,KSBh IV,Krivelj,HDM 1337,"44Â° 7'54.61""N","22Â° 5'51.56""E",settlement,SRB,borer,unk,metal implement,copper,6.4,49,1.7,47,540,1.96,3.1,0.3376474,-0.4007703,-0.7159034,-0.3402008,0.5413924,-0.9289865,0.347975,4,0
HDM 1338,FC,4100-3700 BC,KSBh IV,Zlotska pecina,HDM 1338,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement hoard ,SRB,dagger,unk,metal implement,copper,440,20,3.2,29,101,58,21.1,1.5448002,0.5349699,0.0438287,-0.9104292,-0.6123414,0.6419724,0.3266571,9,1
HDM 1401,FC,4100-3700 BC,Bodrogkeresztur,Stojacak,HDM 1401,"44Â°19'15.02""N","20Â°58'25.20""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,37,31,2.8,64,139,0.76,46,0.5399904,0.2354613,-0.0981883,0.580177,0.3779407,-0.0841779,-0.0509688,9,2
HDM 1402,FC,4100-3700 BC,Bodrogkeresztur,Stojacak,HDM 1402,"44Â°19'15.02""N","20Â°58'25.20""E",stray,SRB,axe-adze,Kladari,metal implement,copper,2540,24.6,0.2,32,9.5,0.06,45,0.2435133,2.0920679,-1.3073934,1.4546896,-0.3193386,0.9394135,-0.3071249,9,2
HDM 1405,FC,4100-3700 BC,Bodrogkeresztur,Svilajnac,HDM 1405,"44Â°14'59.32""N","21Â°12'3.22""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,680,10.3,1.6,24,46,0.3,0.6,-0.39395,1.6937003,-1.0395604,-0.1282281,-0.6764594,-0.3454444,0.6173027,2,0
HDM 1408,FC,4100-3700 BC,Bodrogkeresztur,Selo Vrba,HDM 1408,"43Â°41'32.19""N","20Â°46'14.78""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,11,1.4,0.2,20,8.7,0.36,0.5,-1.7182251,0.1364236,-1.6065381,-0.3532697,-0.402877,0.3265029,0.1279628,2,0
HDM 1413,FC,4100-3700 BC,Bodrogkeresztur,Makresane,HDM 1413,"43Â°36'51.00""N","21Â°22'19.00""E",stray,SRB,axe,Jaszladany,metal implement,copper,103,10,0.2,50,42,0.78,1.1,-0.3246511,0.7427857,-1.5833246,-0.2902532,-0.4553187,-0.0845761,-0.0786405,2,0
HDM 1415,FC,4100-3700 BC,?,Polna Blagotin,HDM 1415,"43Â°42'32.17""N","21Â° 6'32.33""E",stray,SRB,Chisel,unk,metal implement,copper,6,25.6,0.8,78,40,0.98,14.2,-0.1567113,-0.2063424,-0.6635977,0.0634846,0.6928127,0.1006599,-0.3661361,2,0
HDM 1416,FC,4100-3700 BC,Bodrogkeresztur,near Nis,HDM 1416,"43Â°17'34.03""N","21Â°54'13.12""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,99,16.4,3.3,35,26.8,0.76,8.8,-0.0708309,0.8937693,-0.2733573,0.0739439,0.0744726,0.2410586,0.2110016,2,0
HDM 1417,FC,4100-3700 BC,Bodrogkeresztur,Krivi Vir Nis,HDM 1417,"43Â°19'24.22""N","21Â°55'11.80""E",stray,SRB,axe,Jaszladany,metal implement,copper,13.5,3.3,0.9,53,8.2,0.24,1.5,-1.4715673,0.4431683,-0.8828381,-0.0896826,0.0112344,0.1700149,-0.1320181,2,0
HDM 1418,FC,4100-3700 BC,Bodrogkeresztur,Lazinje Mokra,HDM 1418,"42Â°41'25.97""N","22Â° 0'52.60""E",stray,SRB,axe,Jaszladany,metal implement,copper,17.7,2,2.2,23,17.8,0.16,1.5,-1.4985615,0.4392074,-0.6142244,0.1443443,-0.1954156,-0.0095402,0.4018026,2,0
HDM 1419,FC,4100-3700 BC,Bodrogkeresztur,Pesak Varos,HDM 1419,"43Â°29'18.91""N","22Â° 5'18.52""E",stray,SRB,axe,Jaszladany,metal implement,copper,22.7,5.4,0.5,32,11.8,0.3,2.4,-1.0518966,0.4727022,-1.1229229,0.0447834,-0.0019634,0.3080689,-0.013895,2,0
HDM 1420,FC,4100-3700 BC,?,Crvena stena,HDM 1420,"43Â°11'14.95""N","22Â°34'27.73""E",stray,SRB,flat axe,unk,metal implement,copper,7.3,8.1,1,32,21.9,0.74,5,-0.7415281,-0.0749023,-0.7258306,-0.0878486,0.3347211,0.2481692,0.0448377,2,0
HDM 1421,FC,4100-3700 BC,?,Jelasnice,HDM 1421,"43Â°38'4.58""N","22Â°14'3.26""E",stray,SRB,chisel,unk,metal implement,copper,4,2.3,1.4,71,24.3,0.38,18.2,-0.992491,-0.4418044,-0.2455449,0.4532456,0.1498005,0.2973539,-0.3441727,2,0
HDM 1426,FC,4100-3700 BC,Bodrogkeresztur,Prizren,HDM 1426,"42Â°12'44.86""N","20Â°43'27.00""E",stray,SRB,axe,Jaszladany,metal implement,copper,40,2.8,0.7,32,37,0.39,0.9,-1.0048951,0.4839142,-1.0929557,-0.1494866,-0.5222418,-0.1634547,0.2507057,2,0
HDM 1427,FC,4100-3700 BC,Bodrogkeresztur,Veliko Laole,HDM 1427,"44Â°18'56.99""N","21Â°26'5.00""E",stray,SRB,axe-adze,Jaszladany,metal implement,copper,37,4.8,1.5,216,10.8,0.28,0.4,-1.4084747,0.998864,-0.8034636,-0.5243132,-0.1907221,-0.4258358,-0.4222519,2,0
HDM 1428,FC,4100-3700 BC,Bodrogkeresztur,Starcevo,HDM 1428,"44Â°48'25.89""N","20Â°42'17.00""E",stray,SRB,axe,Jaszladany,metal implement,copper,4,12.4,1.6,48,33,0.6,4.3,-0.7645758,-0.1793783,-0.5851646,-0.1013521,0.5967352,-0.0946988,0.0023835,2,0
HDM 1429,FC,4100-3700 BC,Bodrogkeresztur?,Recica Pozarevac,HDM 1429,"44Â°46'11.00""N","21Â°18'54.01""E",stray,SRB,double adze,unk,metal implement,copper,5.3,5.6,1,21,55,0.25,1.5,-1.1321811,-0.1296143,-0.9928455,0.062813,0.2077564,-0.3258495,0.4173014,2,0
HDM 1430,FC,4100-3700 BC,Bodrogkeresztur,Dvoriste,HDM 1430,"45Â°15'34.47""N","19Â°50'57.89""E",stray,SRB,axe,Jaszladany,metal implement,copper,12.7,22.3,0.8,41,35,0.33,3.4,-0.5773657,0.3041664,-1.00332,0.0931531,0.5187424,-0.1395406,0.0313848,2,0
HDM 1339,PB,3700-3200 BC,KSBh IV,Zlotska pecina,HDM 1339,"44Â° 1'32.51""N","21Â°56'58.61""E",cave settlement,SRB,dagger,unk,metal implement,copper,140,15.5,1.2,36,21.6,0.3,3.1,-0.4072861,1.173308,-0.8674045,0.1436732,-0.0503623,0.0819515,0.1520344,2,0
HDM 2708,PB,3700-3200 BC,Pevets?,Smjadovo,HDM 2708,"43Â° 4'1.43""N","27Â° 0'42.19""E",stray,NE,axe-adze,Ariusd,metal implement,copper,18.1,24.1,3.5,610,299,10.7,24.7,0.9477662,-0.324862,0.2808269,-0.4887809,0.1066314,-0.5159903,-0.7943908,4,2
HDM 1902,PB,3700-3200 BC,Pevets,Hotnica-vodopada,HDM 1902,"43Â° 9'36.30""N","25Â°31'49.96""E",settlement,NC,flat axe,Altheim,metal implement,copper,14800,60,1,57,112,2.74,22.6,1.8041824,2.1376386,-0.6540178,0.2069725,-0.905516,0.3052097,0.0272263,9,2
HDM 1918,PB,3700-3200 BC,?,Durankulak,HDM 1918,"43Â°41'13.71""N","28Â°31'51.97""E",settlement,BSC,dagger,Nerusaj,metal implement,copper,22000,168,2,227,245,6.6,28,2.4273146,2.2639715,-0.2880646,-0.0716724,-0.7729638,-0.1221866,-0.3392747,9,2
HDM 1952,PB,3700-3200 BC,?,Durankulak,HDM 1952,"43Â°41'13.71""N","28Â°31'51.97""E",stray,BSC,dagger,unk,metal implement,copper,3800,3400,109,1200,48,11.4,5.2,2.0427514,2.8763808,0.9222233,-1.3085146,0.9289988,-0.8229711,-0.4511848,9,2
HDM 1954,PB,3700-3200 BC,?,Durankulak,HDM 1954,"43Â°41'13.71""N","28Â°31'51.97""E",settlement,BSC,pin,unk,metal ornament,copper,6,187,5,121,810,14.3,73,1.6276952,-0.7524717,0.2595051,-0.2766734,1.0225821,-0.5083201,-0.135334,4,2
HDM 1966,PB,3700-3200 BC,Usatovo?,Durankulak,HDM 1966,"43Â°41'13.71""N","28Â°31'51.97""E",settlement,BSC,dagger,Usatovo,metal implement,copper,84000,145,6.9,1300,44,5.9,80,2.387414,3.0467199,0.5216156,-0.0139866,-0.8220841,0.2563767,-1.0834168,9,2
HDM 2134,PB,3700-3200 BC,Pevets,Hotnica-vodopada,HDM 2134,"43Â° 9'36.30""N","25Â°31'49.96""E",settlement,NC,dagger,Mondsee,metal implement,copper,37000,39,22.7,73,126,3.3,34,1.8617882,2.5833426,0.654846,0.15681,-1.0530371,0.1209408,0.3603626,9,2
HDM 2135,PB,3700-3200 BC,Pevets,Hotnica-vodopada,HDM 2135,"43Â° 9'36.30""N","25Â°31'49.96""E",settlement,NC,dagger,Mondsee,metal implement,copper,49000,5.8,2,15,138,1.01,4.3,1.0216572,2.4885814,-0.6315558,0.2929188,-1.912722,0.1486089,0.8394947,9,2
HDM 1901,PB,3700-3200 BC,Pevets,Hotnica-vodopada,HDM 1901,"43Â° 9'36.30""N","25Â°31'49.96""E",settlement,NC,axe,Tirgu Okna,metal implement,copper,79,3.1,1,26,30,0.38,3.1,-0.7072293,0.6551611,-0.8019422,0.1728458,-0.5243742,0.1708832,0.2582149,2,2
HDM 2147,PB,3700-3200 BC,Pevets,Kacica,HDM 2147,"43Â° 5'25.37""N","25Â°36'38.16""E",settlement,NC,borer,unk,metal implement,copper,44,12.3,34,63,18000,1.5,9,1.0820094,-0.3081924,0.6480926,0.3402318,-0.4788098,-1.9405233,0.9537959,9,2
HDM 2148,PB,3700-3200 BC,Pevets,Kacica,HDM 2148,"43Â° 5'25.37""N","25Â°36'38.16""E",settlement,NC,borer,unk,metal implement,copper,13000,430,26.9,296,500,35,7,2.6463239,2.270073,0.5194027,-1.0969333,-0.4372971,-0.7748074,0.1076426,9,2
HDM 2149,PB,3700-3200 BC,Pevets,Kacica,HDM 2149,"43Â° 5'25.37""N","25Â°36'38.16""E",settlement,NC,borer,unk,metal implement,copper,259,18.8,1,214,228,9.2,47,1.4274849,0.3593773,-0.2035532,-0.0825925,-0.5585159,0.0888406,-0.5941054,9,2
HDM 2701,PB,3700-3200 BC,KSBh IV?,Jasen,HDM 2701,"44Â° 6'56.07""N","22Â°52'42.95""E",stray,W,flat axe,Altheim,metal implement,copper,2.1,2.47,0.4,30,23.3,0.57,4,-1.2308692,-0.6819913,-1.0070064,-0.0025991,0.1520287,0.2761247,-0.0667,2,0
HDM 2736,PB,3700-3200 BC,KSBh IV?,Malorad,HDM 2736,"43Â°29'28.30""N","23Â°41'15.40""E",stray,W,dagger,unk,metal implement,copper,18500,5000,99,25000,28.8,0.68,9.1,1.8035323,3.9559705,1.0329975,-0.3980182,0.922083,-1.3628127,-1.6732183,9,2
HDM 2737,PB,3700-3200 BC,Galatin?,Galice,HDM 2737,"43Â°10'9.32""N","23Â°36'26.28""E",settlement,W,dagger,Cucuteni,metal implement,copper,13200,390,5.7,134,16.9,5,74,2.0513894,2.6442278,0.1610535,-0.0721222,0.0776896,0.7563624,-0.3606103,9,2
HDM 2738,PB,3700-3200 BC,Galatin?,Lesura,HDM 2738,"43Â°27'44.16""N","23Â°33'47.29""E",settlement,W,dagger,unk,metal implement,copper,25800,273,14.1,134,400,4.8,2,2.00839,2.7665194,-0.0757688,-0.6913094,-0.6600822,-0.9618747,0.4508189,9,2
HDM 2740,PB,3700-3200 BC,Yagodina,Harampijska dupka,HDM 2740,"41Â°35'39.82""N","24Â°22'54.10""E",cave settlement,RHD,dagger,Jagodina,metal implement,copper,80,8.7,0.5,226,4400,36,16.8,1.7954503,-0.7344931,-0.4961233,-0.4796244,-1.0892482,-0.7789101,-0.3556174,9,2
HDM 2741,PB,3700-3200 BC,Yagodina,Harampijska dupka,HDM 2741,"41Â°35'39.82""N","24Â°22'54.10""E",cave settlement,RHD,dagger,Sofievka,metal implement,copper,22700,390,0.3,240,450,18.8,12.6,2.8835897,2.0700624,-1.1480841,-0.505066,-0.8117721,-0.2317652,-0.4917989,9,2
HDM 2742,PB,3700-3200 BC,Yagodina,Harampijska dupka,HDM 2742,"41Â°35'39.82""N","24Â°22'54.10""E",cave settlement,RHD,borer,unk,metal implement,copper,550,37,1.6,85,19000,13,26.7,2.5245014,0.010613,-0.3136781,0.1086227,-0.997323,-1.2140044,0.3569828,9,2
